# This file contains the list of genes (nodes) in the gene regulatory network
# of Drosophila melanogaster.
# 
# The original network was built using the information available from
# 
# Roy S, Ernst J, Kharchenko PV, Kheradpour P, Negre N, Eaton ML, et al.
# Identification of functional elements and regulatory circuits by Drosophila
# modENCODE. Science (New York, NY). 2010;330(6012):1787–97.
# doi:10.1126/science.1198374.
# 
# Columns:
# 1. genes name as it appears in the database
# 2. in-degree of that node (ignoring self-loops)
# 3. out degree of that node (ignoring self-loops)
# 4. the substructure of the network where the node is found: `Reservoir`,
# `Readout`, `Readout_terminal` or `Other`
# 
# 
Gene	in-degree	out-degree	type
CG8963	64	0	Readout_terminal
CG8314	64	0	Readout_terminal
CG6523	64	0	Readout_terminal
CG4203	64	0	Readout_terminal
CG3815	64	0	Readout_terminal
CG1910	64	0	Readout_terminal
Ada	64	0	Readout_terminal
ATPsyn-gamma	64	0	Readout_terminal
A16	64	0	Readout_terminal
stg	63	0	Readout_terminal
skd	63	0	Readout_terminal
Psi	63	0	Readout_terminal
Prp38	63	0	Readout_terminal
E(Pc)	63	0	Readout_terminal
CG9135	63	0	Readout_terminal
CG9107	63	0	Readout_terminal
CG8372	63	0	Readout_terminal
CG6776	63	0	Readout_terminal
CG5445	63	0	Readout_terminal
CG33116	63	0	Readout_terminal
CG18213	63	0	Readout_terminal
CG14818	63	0	Readout_terminal
mr	62	0	Readout_terminal
disp	62	0	Readout_terminal
CG9890	62	0	Readout_terminal
CG7920	62	0	Readout_terminal
CG7744	62	0	Readout_terminal
CG7427	62	0	Readout_terminal
CG4611	62	0	Readout_terminal
CG15432	62	0	Readout_terminal
CG11307	62	0	Readout_terminal
CG11127	62	0	Readout_terminal
Axn	62	0	Readout_terminal
tos	61	0	Readout_terminal
kz	61	0	Readout_terminal
kuz	61	0	Readout_terminal
cno	61	0	Readout_terminal
Rad17	61	0	Readout_terminal
MrgBP	61	0	Readout_terminal
CG8578	61	0	Readout_terminal
CG8005	61	0	Readout_terminal
CG5941	61	0	Readout_terminal
CG5780	61	0	Readout_terminal
CG34415	61	0	Readout_terminal
CG32344	61	0	Readout_terminal
CG3214	61	0	Readout_terminal
CG14450	61	0	Readout_terminal
CG13472	61	0	Readout_terminal
vir	60	0	Readout_terminal
mre11	60	0	Readout_terminal
gish	60	0	Readout_terminal
coil	60	0	Readout_terminal
arr	60	0	Readout_terminal
Ykt6	60	0	Readout_terminal
Su(Tpl)	60	0	Readout_terminal
Ssdp	60	0	Readout_terminal
CG7785	60	0	Readout_terminal
CG7200	60	0	Readout_terminal
CG6028	60	0	Readout_terminal
CG5026	60	0	Readout_terminal
CG3448	60	0	Readout_terminal
CG17904	60	0	Readout_terminal
CG14777	60	0	Readout_terminal
CG13163	60	0	Readout_terminal
CG13001	60	0	Readout_terminal
wg	59	0	Readout_terminal
l(1)G0269	59	0	Readout_terminal
Upf3	59	0	Readout_terminal
Spn6	59	0	Readout_terminal
RpL7-like	59	0	Readout_terminal
Ptpmeg	59	0	Readout_terminal
Pez	59	0	Readout_terminal
Ost48	59	0	Readout_terminal
Fbw5	59	0	Readout_terminal
Es2	59	0	Readout_terminal
Eaf	59	0	Readout_terminal
Cypl	59	0	Readout_terminal
CG5626	59	0	Readout_terminal
CG31109	59	0	Readout_terminal
CG15237	59	0	Readout_terminal
CG14630	59	0	Readout_terminal
Art4	59	0	Readout_terminal
nmo	58	0	Readout_terminal
me31B	58	0	Readout_terminal
cnn	58	0	Readout_terminal
botv	58	0	Readout_terminal
PDCD-5	58	0	Readout_terminal
PCID2	58	0	Readout_terminal
MED19	58	0	Readout_terminal
Eap	58	0	Readout_terminal
Clc	58	0	Readout_terminal
CG42489	58	0	Readout_terminal
CG34159	58	0	Readout_terminal
CG17218	58	0	Readout_terminal
CG13393	58	0	Readout_terminal
CG11652	58	0	Readout_terminal
CG10874	58	0	Readout_terminal
yellow-d2	57	0	Readout_terminal
swm	57	0	Readout_terminal
rin	57	0	Readout_terminal
dbo	57	0	Readout_terminal
Klp31E	57	0	Readout_terminal
Gos28	57	0	Readout_terminal
Cap-G	57	0	Readout_terminal
CG4764	57	0	Readout_terminal
CG3313	57	0	Readout_terminal
CG31731	57	0	Readout_terminal
CG18190	57	0	Readout_terminal
CG14222	57	0	Readout_terminal
pcx	56	0	Readout_terminal
frc	56	0	Readout_terminal
d4	56	0	Readout_terminal
S6kII	56	0	Readout_terminal
Rrp1	56	0	Readout_terminal
Rpn12	56	0	Readout_terminal
Rpb10	56	0	Readout_terminal
Pcl	56	0	Readout_terminal
Herp	56	0	Readout_terminal
Ciao1	56	0	Readout_terminal
CG9752	56	0	Readout_terminal
CG9527	56	0	Readout_terminal
CG5590	56	0	Readout_terminal
CG5284	56	0	Readout_terminal
CG4670	56	0	Readout_terminal
CG17255	56	0	Readout_terminal
wdb	55	0	Readout_terminal
baf	55	0	Readout_terminal
TfIIA-L	55	0	Readout_terminal
Src64B	55	0	Readout_terminal
Hmu	55	0	Readout_terminal
Caf1-105	55	0	Readout_terminal
CG6945	55	0	Readout_terminal
CG5924	55	0	Readout_terminal
CG33095	55	0	Readout_terminal
CG17490	55	0	Readout_terminal
CG13625	55	0	Readout_terminal
CG13298	55	0	Readout_terminal
CG1091	55	0	Readout_terminal
l(3)S147910	54	0	Readout_terminal
abs	54	0	Readout_terminal
a6	54	0	Readout_terminal
Vps35	54	0	Readout_terminal
Start1	54	0	Readout_terminal
Rad9	54	0	Readout_terminal
CG8993	54	0	Readout_terminal
CG8915	54	0	Readout_terminal
CG8209	54	0	Readout_terminal
CG5854	54	0	Readout_terminal
CG33691	54	0	Readout_terminal
CG31712	54	0	Readout_terminal
CG2182	54	0	Readout_terminal
CG1826	54	0	Readout_terminal
CG12288	54	0	Readout_terminal
CG11006	54	0	Readout_terminal
CG10188	54	0	Readout_terminal
Abi	54	0	Readout_terminal
rhi	53	0	Readout_terminal
dgt5	53	0	Readout_terminal
btz	53	0	Readout_terminal
Rpb7	53	0	Readout_terminal
H	53	0	Readout_terminal
Ge-1	53	0	Readout_terminal
CG8516	53	0	Readout_terminal
CG7183	53	0	Readout_terminal
CG5835	53	0	Readout_terminal
CG5339	53	0	Readout_terminal
CG42359	53	0	Readout_terminal
CG33214	53	0	Readout_terminal
CG2469	53	0	Readout_terminal
CG15877	53	0	Readout_terminal
mtTFB2	52	0	Readout_terminal
l(3)L1231	52	0	Readout_terminal
l(1)G0136	52	0	Readout_terminal
janA	52	0	Readout_terminal
Sym	52	0	Readout_terminal
RluA-2	52	0	Readout_terminal
Mnn1	52	0	Readout_terminal
Lnk	52	0	Readout_terminal
CG9836	52	0	Readout_terminal
CG9821	52	0	Readout_terminal
CG8323	52	0	Readout_terminal
CG8142	52	0	Readout_terminal
CG7927	52	0	Readout_terminal
CG7741	52	0	Readout_terminal
CG6838	52	0	Readout_terminal
CG12728	52	0	Readout_terminal
CG11876	52	0	Readout_terminal
CG10417	52	0	Readout_terminal
tsr	51	0	Readout_terminal
bon	51	0	Readout_terminal
aur	51	0	Readout_terminal
alpha-Man-IIb	51	0	Readout_terminal
Ssl1	51	0	Readout_terminal
Dbp45A	51	0	Readout_terminal
CG7872	51	0	Readout_terminal
CG7081	51	0	Readout_terminal
CG6522	51	0	Readout_terminal
CG3437	51	0	Readout_terminal
CG31917	51	0	Readout_terminal
CG1827	51	0	Readout_terminal
CG10492	51	0	Readout_terminal
Bka	51	0	Readout_terminal
As	51	0	Readout_terminal
shf	50	0	Readout_terminal
ctp	50	0	Readout_terminal
Src42A	50	0	Readout_terminal
Papst2	50	0	Readout_terminal
Pak	50	0	Readout_terminal
CG9715	50	0	Readout_terminal
CG8677	50	0	Readout_terminal
CG8602	50	0	Readout_terminal
CG8165	50	0	Readout_terminal
CG7713	50	0	Readout_terminal
CG2107	50	0	Readout_terminal
CG11781	50	0	Readout_terminal
CG10981	50	0	Readout_terminal
spn-A	49	0	Readout_terminal
san	49	0	Readout_terminal
mbc	49	0	Readout_terminal
mRpL39	49	0	Readout_terminal
escl	49	0	Readout_terminal
Prat	49	0	Readout_terminal
CG9547	49	0	Readout_terminal
CG9393	49	0	Readout_terminal
CG9065	49	0	Readout_terminal
CG18271	49	0	Readout_terminal
CG12034	49	0	Readout_terminal
CG10107	49	0	Readout_terminal
gus	48	0	Readout_terminal
asf1	48	0	Readout_terminal
Uba2	48	0	Readout_terminal
SA	48	0	Readout_terminal
Rpb4	48	0	Readout_terminal
Pgm	48	0	Readout_terminal
Dbp73D	48	0	Readout_terminal
Catsup	48	0	Readout_terminal
CG9007	48	0	Readout_terminal
CG8243	48	0	Readout_terminal
CG6950	48	0	Readout_terminal
CG5802	48	0	Readout_terminal
CG33967	48	0	Readout_terminal
CG17919	48	0	Readout_terminal
CG17272	48	0	Readout_terminal
CG15435	48	0	Readout_terminal
CG14967	48	0	Readout_terminal
CG11875	48	0	Readout_terminal
CG11030	48	0	Readout_terminal
ttv	47	0	Readout_terminal
sip1	47	0	Readout_terminal
mask	47	0	Readout_terminal
gammaTub23C	47	0	Readout_terminal
crl	47	0	Readout_terminal
bl	47	0	Readout_terminal
Tsp96F	47	0	Readout_terminal
Spt-I	47	0	Readout_terminal
RpS5b	47	0	Readout_terminal
Rep	47	0	Readout_terminal
RNaseX25	47	0	Readout_terminal
Chmp1	47	0	Readout_terminal
CG9172	47	0	Readout_terminal
CG5757	47	0	Readout_terminal
CG4573	47	0	Readout_terminal
CG3560	47	0	Readout_terminal
CG30372	47	0	Readout_terminal
CG2478	47	0	Readout_terminal
CG17652	47	0	Readout_terminal
CG10320	47	0	Readout_terminal
l(2)37Ce	46	0	Readout_terminal
l(2)09851	46	0	Readout_terminal
eIF-5A	46	0	Readout_terminal
crm	46	0	Readout_terminal
CG8709	46	0	Readout_terminal
CG7810	46	0	Readout_terminal
CG7065	46	0	Readout_terminal
CG5038	46	0	Readout_terminal
CG5009	46	0	Readout_terminal
CG31156	46	0	Readout_terminal
CG31122	46	0	Readout_terminal
CG3021	46	0	Readout_terminal
CG17996	46	0	Readout_terminal
CG13807	46	0	Readout_terminal
CG11248	46	0	Readout_terminal
CG10265	46	0	Readout_terminal
Bet3	46	0	Readout_terminal
Ama	46	0	Readout_terminal
msi	45	0	Readout_terminal
TfIIEalpha	45	0	Readout_terminal
Srp54k	45	0	Readout_terminal
KLHL18	45	0	Readout_terminal
FK506-bp2	45	0	Readout_terminal
Elongin-B	45	0	Readout_terminal
CG8379	45	0	Readout_terminal
CG6665	45	0	Readout_terminal
CG6659	45	0	Readout_terminal
CG6401	45	0	Readout_terminal
CG4951	45	0	Readout_terminal
CG4813	45	0	Readout_terminal
CG42724	45	0	Readout_terminal
CG3603	45	0	Readout_terminal
CG31460	45	0	Readout_terminal
CG18317	45	0	Readout_terminal
CG12121	45	0	Readout_terminal
CG10343	45	0	Readout_terminal
swa	44	0	Readout_terminal
spn-E	44	0	Readout_terminal
emb	44	0	Readout_terminal
dos	44	0	Readout_terminal
Vha36	44	0	Readout_terminal
Tpr2	44	0	Readout_terminal
Tl	44	0	Readout_terminal
SAK	44	0	Readout_terminal
Rbp1-like	44	0	Readout_terminal
Phm	44	0	Readout_terminal
Orc2	44	0	Readout_terminal
CG7601	44	0	Readout_terminal
CG7384	44	0	Readout_terminal
CG6700	44	0	Readout_terminal
CG5585	44	0	Readout_terminal
CG5222	44	0	Readout_terminal
CG32176	44	0	Readout_terminal
CG31347	44	0	Readout_terminal
CG30269	44	0	Readout_terminal
CG17807	44	0	Readout_terminal
CG16974	44	0	Readout_terminal
CG12343	44	0	Readout_terminal
CG12267	44	0	Readout_terminal
CG11919	44	0	Readout_terminal
APC4	44	0	Readout_terminal
thoc6	43	0	Readout_terminal
tankyrase	43	0	Readout_terminal
mRpL11	43	0	Readout_terminal
l(2)35Cc	43	0	Readout_terminal
dlt	43	0	Readout_terminal
ari-1	43	0	Readout_terminal
Rtc1	43	0	Readout_terminal
NitFhit	43	0	Readout_terminal
JIL-1	43	0	Readout_terminal
Dph5	43	0	Readout_terminal
CycH	43	0	Readout_terminal
CHORD	43	0	Readout_terminal
CG9372	43	0	Readout_terminal
CG7261	43	0	Readout_terminal
CG7192	43	0	Readout_terminal
CG5316	43	0	Readout_terminal
CG4751	43	0	Readout_terminal
CG4497	43	0	Readout_terminal
CG3731	43	0	Readout_terminal
CG15484	43	0	Readout_terminal
CG13373	43	0	Readout_terminal
CG10219	43	0	Readout_terminal
l(3)01239	42	0	Readout_terminal
dik	42	0	Readout_terminal
dgt2	42	0	Readout_terminal
cyp33	42	0	Readout_terminal
cm	42	0	Readout_terminal
Tequila	42	0	Readout_terminal
SMC1	42	0	Readout_terminal
RfC4	42	0	Readout_terminal
Fmo-1	42	0	Readout_terminal
CG8369	42	0	Readout_terminal
CG5857	42	0	Readout_terminal
CG5254	42	0	Readout_terminal
CG3700	42	0	Readout_terminal
CG3335	42	0	Readout_terminal
CG31849	42	0	Readout_terminal
CG16865	42	0	Readout_terminal
CG14647	42	0	Readout_terminal
CG14352	42	0	Readout_terminal
CG12203	42	0	Readout_terminal
CG10639	42	0	Readout_terminal
Alas	42	0	Readout_terminal
pyd	41	0	Readout_terminal
UbcD10	41	0	Readout_terminal
Spc105R	41	0	Readout_terminal
Prosalpha7	41	0	Readout_terminal
Mtl	41	0	Readout_terminal
Dpit47	41	0	Readout_terminal
CG7519	41	0	Readout_terminal
CG6454	41	0	Readout_terminal
CG3632	41	0	Readout_terminal
CG2943	41	0	Readout_terminal
CG13671	41	0	Readout_terminal
CG13025	41	0	Readout_terminal
CG12863	41	0	Readout_terminal
CG11873	41	0	Readout_terminal
CG10915	41	0	Readout_terminal
Btk29A	41	0	Readout_terminal
Art8	41	0	Readout_terminal
shark	40	0	Readout_terminal
l(1)G0095	40	0	Readout_terminal
NiPp1	40	0	Readout_terminal
Hsp68	40	0	Readout_terminal
Elf	40	0	Readout_terminal
Dl	40	0	Readout_terminal
DNApol-eta	40	0	Readout_terminal
DNApol-alpha73	40	0	Readout_terminal
Clp	40	0	Readout_terminal
CG8892	40	0	Readout_terminal
CG8569	40	0	Readout_terminal
CG7430	40	0	Readout_terminal
CG6623	40	0	Readout_terminal
CG4849	40	0	Readout_terminal
CG4692	40	0	Readout_terminal
CG4537	40	0	Readout_terminal
CG3587	40	0	Readout_terminal
CG34214	40	0	Readout_terminal
CG2662	40	0	Readout_terminal
CG17896	40	0	Readout_terminal
CG1291	40	0	Readout_terminal
CG12341	40	0	Readout_terminal
CG10681	40	0	Readout_terminal
CG10333	40	0	Readout_terminal
Bem46	40	0	Readout_terminal
Arp5	40	0	Readout_terminal
tth	39	0	Readout_terminal
sec6	39	0	Readout_terminal
plu	39	0	Readout_terminal
nopo	39	0	Readout_terminal
l(2)06496	39	0	Readout_terminal
cona	39	0	Readout_terminal
cni	39	0	Readout_terminal
alph	39	0	Readout_terminal
Tfb1	39	0	Readout_terminal
Shc	39	0	Readout_terminal
Hexo1	39	0	Readout_terminal
Gapdh1	39	0	Readout_terminal
Eaf6	39	0	Readout_terminal
CG9947	39	0	Readout_terminal
CG8414	39	0	Readout_terminal
CG5793	39	0	Readout_terminal
CG5641	39	0	Readout_terminal
CG5098	39	0	Readout_terminal
CG42374	39	0	Readout_terminal
CG33692	39	0	Readout_terminal
CG32576	39	0	Readout_terminal
CG32528	39	0	Readout_terminal
CG2135	39	0	Readout_terminal
CG17689	39	0	Readout_terminal
CG1746	39	0	Readout_terminal
wisp	38	0	Readout_terminal
slmb	38	0	Readout_terminal
sec15	38	0	Readout_terminal
rod	38	0	Readout_terminal
l(2)NC136	38	0	Readout_terminal
l(2)34Fd	38	0	Readout_terminal
l(1)G0232	38	0	Readout_terminal
gb	38	0	Readout_terminal
dx	38	0	Readout_terminal
cpa	38	0	Readout_terminal
cathD	38	0	Readout_terminal
ald	38	0	Readout_terminal
Traf4	38	0	Readout_terminal
Rrp45	38	0	Readout_terminal
Rb97D	38	0	Readout_terminal
Mtr3	38	0	Readout_terminal
MAGE	38	0	Readout_terminal
HBS1	38	0	Readout_terminal
Gap69C	38	0	Readout_terminal
CdGAPr	38	0	Readout_terminal
CG8798	38	0	Readout_terminal
CG8444	38	0	Readout_terminal
CG8187	38	0	Readout_terminal
CG6674	38	0	Readout_terminal
CG6453	38	0	Readout_terminal
CG6180	38	0	Readout_terminal
CG4949	38	0	Readout_terminal
CG4338	38	0	Readout_terminal
CG33052	38	0	Readout_terminal
CG32708	38	0	Readout_terminal
CG2931	38	0	Readout_terminal
CG2694	38	0	Readout_terminal
CG2025	38	0	Readout_terminal
CG17721	38	0	Readout_terminal
CG11837	38	0	Readout_terminal
CG11771	38	0	Readout_terminal
CG11490	38	0	Readout_terminal
CG10809	38	0	Readout_terminal
spi	37	0	Readout_terminal
pbl	37	0	Readout_terminal
ns2	37	0	Readout_terminal
mRpS7	37	0	Readout_terminal
eIF2B-epsilon	37	0	Readout_terminal
dob	37	0	Readout_terminal
dgo	37	0	Readout_terminal
aux	37	0	Readout_terminal
Snm1	37	0	Readout_terminal
Rpn5	37	0	Readout_terminal
Prosbeta2	37	0	Readout_terminal
Pglym78	37	0	Readout_terminal
Pdi	37	0	Readout_terminal
Orc5	37	0	Readout_terminal
Imp	37	0	Readout_terminal
Cka	37	0	Readout_terminal
Cdk4	37	0	Readout_terminal
CG9288	37	0	Readout_terminal
CG8270	37	0	Readout_terminal
CG7668	37	0	Readout_terminal
CG5149	37	0	Readout_terminal
CG4287	37	0	Readout_terminal
CG3226	37	0	Readout_terminal
CG31108	37	0	Readout_terminal
CG1681	37	0	Readout_terminal
CG14480	37	0	Readout_terminal
CG12859	37	0	Readout_terminal
CG12253	37	0	Readout_terminal
CG10627	37	0	Readout_terminal
CG10590	37	0	Readout_terminal
Atg18	37	0	Readout_terminal
ifc	36	0	Readout_terminal
fax	36	0	Readout_terminal
dor	36	0	Readout_terminal
boca	36	0	Readout_terminal
Tor	36	0	Readout_terminal
PGRP-SD	36	0	Readout_terminal
Nedd8	36	0	Readout_terminal
Magi	36	0	Readout_terminal
Irbp	36	0	Readout_terminal
Got2	36	0	Readout_terminal
Gapdh2	36	0	Readout_terminal
Elp3	36	0	Readout_terminal
Ef1beta	36	0	Readout_terminal
CG9986	36	0	Readout_terminal
CG8449	36	0	Readout_terminal
CG8446	36	0	Readout_terminal
CG8273	36	0	Readout_terminal
CG42375	36	0	Readout_terminal
CG3566	36	0	Readout_terminal
CG31510	36	0	Readout_terminal
CG30105	36	0	Readout_terminal
CG14270	36	0	Readout_terminal
CG14023	36	0	Readout_terminal
CG13773	36	0	Readout_terminal
CG10158	36	0	Readout_terminal
CDC45L	36	0	Readout_terminal
Atg7	36	0	Readout_terminal
shg	35	0	Readout_terminal
rumi	35	0	Readout_terminal
dom	35	0	Readout_terminal
cbx	35	0	Readout_terminal
Tsp86D	35	0	Readout_terminal
Tsp3A	35	0	Readout_terminal
Tsp2A	35	0	Readout_terminal
Trf4-1	35	0	Readout_terminal
Tpi	35	0	Readout_terminal
Tap42	35	0	Readout_terminal
PpD3	35	0	Readout_terminal
Pgant35A	35	0	Readout_terminal
Gga	35	0	Readout_terminal
Ca-P60A	35	0	Readout_terminal
CG9467	35	0	Readout_terminal
CG8445	35	0	Readout_terminal
CG8247	35	0	Readout_terminal
CG6617	35	0	Readout_terminal
CG5674	35	0	Readout_terminal
CG4884	35	0	Readout_terminal
CG4101	35	0	Readout_terminal
CG4049	35	0	Readout_terminal
CG3857	35	0	Readout_terminal
CG34174	35	0	Readout_terminal
CG32038	35	0	Readout_terminal
CG31139	35	0	Readout_terminal
CG30096	35	0	Readout_terminal
CG1703	35	0	Readout_terminal
CG1463	35	0	Readout_terminal
CG14033	35	0	Readout_terminal
CG12082	35	0	Readout_terminal
mus309	34	0	Readout_terminal
mop	34	0	Readout_terminal
hrg	34	0	Readout_terminal
asp	34	0	Readout_terminal
Vha13	34	0	Readout_terminal
Ts	34	0	Readout_terminal
Rnp4F	34	0	Readout_terminal
NUCB1	34	0	Readout_terminal
Mipp2	34	0	Readout_terminal
Klp3A	34	0	Readout_terminal
Gp93	34	0	Readout_terminal
Dhod	34	0	Readout_terminal
Dcr-1	34	0	Readout_terminal
DIP2	34	0	Readout_terminal
CG8726	34	0	Readout_terminal
CG7461	34	0	Readout_terminal
CG7456	34	0	Readout_terminal
CG7039	34	0	Readout_terminal
CG6985	34	0	Readout_terminal
CG5027	34	0	Readout_terminal
CG4420	34	0	Readout_terminal
CG4050	34	0	Readout_terminal
CG30016	34	0	Readout_terminal
CG2247	34	0	Readout_terminal
CG15480	34	0	Readout_terminal
CG12340	34	0	Readout_terminal
CG10083	34	0	Readout_terminal
tkv	33	0	Readout_terminal
sub	33	0	Readout_terminal
rok	33	0	Readout_terminal
rictor	33	0	Readout_terminal
ptip	33	0	Readout_terminal
p16-ARC	33	0	Readout_terminal
dnt	33	0	Readout_terminal
cag	33	0	Readout_terminal
Sras	33	0	Readout_terminal
Rad23	33	0	Readout_terminal
RabX6	33	0	Readout_terminal
GalNAc-T2	33	0	Readout_terminal
Dis3	33	0	Readout_terminal
CG9238	33	0	Readout_terminal
CG7275	33	0	Readout_terminal
CG7239	33	0	Readout_terminal
CG5703	33	0	Readout_terminal
CG3563	33	0	Readout_terminal
CG3358	33	0	Readout_terminal
CG33145	33	0	Readout_terminal
CG30349	33	0	Readout_terminal
CG18273	33	0	Readout_terminal
CG17029	33	0	Readout_terminal
CG12081	33	0	Readout_terminal
CG11419	33	0	Readout_terminal
CG11009	33	0	Readout_terminal
xmas-2	32	0	Readout_terminal
PTP-ER	32	0	Readout_terminal
Miro	32	0	Readout_terminal
IP3K1	32	0	Readout_terminal
I-2	32	0	Readout_terminal
Dim1	32	0	Readout_terminal
CG7324	32	0	Readout_terminal
CG7156	32	0	Readout_terminal
CG6325	32	0	Readout_terminal
CG5726	32	0	Readout_terminal
CG4294	32	0	Readout_terminal
CG2023	32	0	Readout_terminal
CG17494	32	0	Readout_terminal
CG14683	32	0	Readout_terminal
CG14442	32	0	Readout_terminal
CG11750	32	0	Readout_terminal
40426	32	0	Readout_terminal
tan	31	0	Readout_terminal
mnb	31	0	Readout_terminal
aPKC	31	0	Readout_terminal
Tbp-1	31	0	Readout_terminal
Ski6	31	0	Readout_terminal
RpIII128	31	0	Readout_terminal
Rap2l	31	0	Readout_terminal
Pp2C1	31	0	Readout_terminal
Ent2	31	0	Readout_terminal
CG9248	31	0	Readout_terminal
CG7222	31	0	Readout_terminal
CG7146	31	0	Readout_terminal
CG6133	31	0	Readout_terminal
CG5385	31	0	Readout_terminal
CG5376	31	0	Readout_terminal
CG5096	31	0	Readout_terminal
CG34150	31	0	Readout_terminal
CG2310	31	0	Readout_terminal
CG18428	31	0	Readout_terminal
CG18177	31	0	Readout_terminal
CG17493	31	0	Readout_terminal
CG14646	31	0	Readout_terminal
CG1344	31	0	Readout_terminal
CG1239	31	0	Readout_terminal
CG11985	31	0	Readout_terminal
CG11275	31	0	Readout_terminal
CG10555	31	0	Readout_terminal
B4	31	0	Readout_terminal
Ate1	31	0	Readout_terminal
trsn	30	0	Readout_terminal
sle	30	0	Readout_terminal
skpB	30	0	Readout_terminal
sdk	30	0	Readout_terminal
qkr54B	30	0	Readout_terminal
ox	30	0	Readout_terminal
os	30	0	Readout_terminal
frtz	30	0	Readout_terminal
cenB1A	30	0	Readout_terminal
alphaTub84B	30	0	Readout_terminal
Pdsw	30	0	Readout_terminal
Leucokinin	30	0	Readout_terminal
CG9140	30	0	Readout_terminal
CG8188	30	0	Readout_terminal
CG8155	30	0	Readout_terminal
CG7611	30	0	Readout_terminal
CG7182	30	0	Readout_terminal
CG6951	30	0	Readout_terminal
CG3909	30	0	Readout_terminal
CG30077	30	0	Readout_terminal
CG2249	30	0	Readout_terminal
CG2021	30	0	Readout_terminal
CG15440	30	0	Readout_terminal
CG14210	30	0	Readout_terminal
CG11877	30	0	Readout_terminal
CG10347	30	0	Readout_terminal
40423	30	0	Readout_terminal
yki	29	0	Readout_terminal
prel	29	0	Readout_terminal
ppa	29	0	Readout_terminal
ph-d	29	0	Readout_terminal
m4	29	0	Readout_terminal
lds	29	0	Readout_terminal
Vap-33-1	29	0	Readout_terminal
RpA-70	29	0	Readout_terminal
Pten	29	0	Readout_terminal
Pabp2	29	0	Readout_terminal
Madm	29	0	Readout_terminal
MYPT-75D	29	0	Readout_terminal
MED28	29	0	Readout_terminal
Gbeta13F	29	0	Readout_terminal
Eno	29	0	Readout_terminal
Dcp2	29	0	Readout_terminal
DNApol-delta	29	0	Readout_terminal
Cdc27	29	0	Readout_terminal
CG9775	29	0	Readout_terminal
CG9281	29	0	Readout_terminal
CG9053	29	0	Readout_terminal
CG6480	29	0	Readout_terminal
CG5447	29	0	Readout_terminal
CG42257	29	0	Readout_terminal
CG4199	29	0	Readout_terminal
CG32810	29	0	Readout_terminal
CG31550	29	0	Readout_terminal
CG2950	29	0	Readout_terminal
CG2186	29	0	Readout_terminal
CG17724	29	0	Readout_terminal
CG17260	29	0	Readout_terminal
CG14182	29	0	Readout_terminal
CG14145	29	0	Readout_terminal
CG10225	29	0	Readout_terminal
ATPsyn-b	29	0	Readout_terminal
ubl	28	0	Readout_terminal
trn	28	0	Readout_terminal
pum	28	0	Readout_terminal
mmy	28	0	Readout_terminal
gry	28	0	Readout_terminal
eco	28	0	Readout_terminal
eIF-4a	28	0	Readout_terminal
cdc2rk	28	0	Readout_terminal
blw	28	0	Readout_terminal
amx	28	0	Readout_terminal
Vhl	28	0	Readout_terminal
U2A	28	0	Readout_terminal
Tsf2	28	0	Readout_terminal
Prosap	28	0	Readout_terminal
Pros28.1	28	0	Readout_terminal
MED25	28	0	Readout_terminal
MED17	28	0	Readout_terminal
Klp10A	28	0	Readout_terminal
Ext2	28	0	Readout_terminal
CG8839	28	0	Readout_terminal
CG8257	28	0	Readout_terminal
CG8207	28	0	Readout_terminal
CG6680	28	0	Readout_terminal
CG6197	28	0	Readout_terminal
CG5869	28	0	Readout_terminal
CG5794	28	0	Readout_terminal
CG4495	28	0	Readout_terminal
CG3825	28	0	Readout_terminal
CG32626	28	0	Readout_terminal
CG3192	28	0	Readout_terminal
CG14561	28	0	Readout_terminal
CG14216	28	0	Readout_terminal
CG13901	28	0	Readout_terminal
CG12974	28	0	Readout_terminal
CG11133	28	0	Readout_terminal
CG11033	28	0	Readout_terminal
CG10495	28	0	Readout_terminal
Aut1	28	0	Readout_terminal
spag	27	0	Readout_terminal
sofe	27	0	Readout_terminal
inx2	27	0	Readout_terminal
heph	27	0	Readout_terminal
glo	27	0	Readout_terminal
ave	27	0	Readout_terminal
Use1	27	0	Readout_terminal
Taf10	27	0	Readout_terminal
Prosalpha5	27	0	Readout_terminal
Pros26.4	27	0	Readout_terminal
MED7	27	0	Readout_terminal
MED26	27	0	Readout_terminal
Liprin-alpha	27	0	Readout_terminal
Keap1	27	0	Readout_terminal
Cul-2	27	0	Readout_terminal
CG8538	27	0	Readout_terminal
CG8331	27	0	Readout_terminal
CG6782	27	0	Readout_terminal
CG6701	27	0	Readout_terminal
CG4095	27	0	Readout_terminal
CG3902	27	0	Readout_terminal
CG3756	27	0	Readout_terminal
CG31223	27	0	Readout_terminal
CG30389	27	0	Readout_terminal
CG2100	27	0	Readout_terminal
CG1882	27	0	Readout_terminal
CG17331	27	0	Readout_terminal
CG16940	27	0	Readout_terminal
CG15199	27	0	Readout_terminal
CG11982	27	0	Readout_terminal
CG11811	27	0	Readout_terminal
CG11788	27	0	Readout_terminal
CG11699	27	0	Readout_terminal
CG11055	27	0	Readout_terminal
CG11050	27	0	Readout_terminal
CG10144	27	0	Readout_terminal
tbce	26	0	Readout_terminal
roq	26	0	Readout_terminal
rig	26	0	Readout_terminal
plexA	26	0	Readout_terminal
mus205	26	0	Readout_terminal
