# This file contains the list of genes (nodes) in the gene regulatory network
# of Homo sapiens.
# 
# The original network was built using the information available from
# 
# Gerstein MB, Kundaje A, Hariharan M, Landt SG, Yan KK, Cheng C, et al.
# Architecture of the human regulatory network derived from ENCODE data.
# Nature. 2012;489(7414):91–100. doi:10.1038/nature11245.
# 
# Columns:
# 1. genes name as it appears in the database
# 2. in-degree of that node (ignoring self-loops)
# 3. out degree of that node (ignoring self-loops)
# 4. the substructure of the network where the node is found: `Reservoir`,
# `Readout`, `Readout_terminal` or `Other`
# 
# 
Gene	in-degree	out-degree	type
PEX5	13	0	Readout_terminal
PDLIM2	13	0	Readout_terminal
PDGFB	13	0	Readout_terminal
PAN2	13	0	Readout_terminal
PAGE1	13	0	Readout_terminal
PAFAH2	13	0	Readout_terminal
OCIAD1	13	0	Readout_terminal
NXPH1	13	0	Readout_terminal
NUSAP1	13	0	Readout_terminal
NUDT21	13	0	Readout_terminal
NSL1	13	0	Readout_terminal
NPIP	13	0	Readout_terminal
NPAS3	13	0	Readout_terminal
NLGN4Y	13	0	Readout_terminal
NFX1	13	0	Readout_terminal
NF2	13	0	Readout_terminal
NEFM	13	0	Readout_terminal
NEDD9	13	0	Readout_terminal
NAIF1	13	0	Readout_terminal
MTR	13	0	Readout_terminal
MSX2	13	0	Readout_terminal
MOBKL2C	13	0	Readout_terminal
MKRN1	13	0	Readout_terminal
MKNK2	13	0	Readout_terminal
MKL1	13	0	Readout_terminal
MEST	13	0	Readout_terminal
MEGF8	13	0	Readout_terminal
MED17	13	0	Readout_terminal
MDFIC	13	0	Readout_terminal
MARCH7	13	0	Readout_terminal
MARCH3	13	0	Readout_terminal
MAPKAP1	13	0	Readout_terminal
MAP2K1	13	0	Readout_terminal
MAF1	13	0	Readout_terminal
LYPD5	13	0	Readout_terminal
LRRC4C	13	0	Readout_terminal
LRP1	13	0	Readout_terminal
LPAR1	13	0	Readout_terminal
LMO2	13	0	Readout_terminal
LLGL2	13	0	Readout_terminal
LILRB1	13	0	Readout_terminal
LHFP	13	0	Readout_terminal
LGR4	13	0	Readout_terminal
LAD1	13	0	Readout_terminal
KLHL20	13	0	Readout_terminal
KLHL14	13	0	Readout_terminal
KIF5A	13	0	Readout_terminal
KDM3B	13	0	Readout_terminal
ING1	13	0	Readout_terminal
INADL	13	0	Readout_terminal
IL23R	13	0	Readout_terminal
IL1RAPL1	13	0	Readout_terminal
IL1F9	13	0	Readout_terminal
IGF2	13	0	Readout_terminal
IFT20	13	0	Readout_terminal
HSPG2	13	0	Readout_terminal
HSDL1	13	0	Readout_terminal
HPS5	13	0	Readout_terminal
HP	13	0	Readout_terminal
HOOK1	13	0	Readout_terminal
HNRNPA1L2	13	0	Readout_terminal
HNF1B	13	0	Readout_terminal
HECA	13	0	Readout_terminal
HDAC9	13	0	Readout_terminal
GULP1	13	0	Readout_terminal
GRAP2	13	0	Readout_terminal
GPRC5B	13	0	Readout_terminal
GPR126	13	0	Readout_terminal
GORASP2	13	0	Readout_terminal
GNAO1	13	0	Readout_terminal
GFRA2	13	0	Readout_terminal
GBA	13	0	Readout_terminal
FZD10	13	0	Readout_terminal
FYB	13	0	Readout_terminal
FSTL1	13	0	Readout_terminal
FOXQ1	13	0	Readout_terminal
FGF11	13	0	Readout_terminal
FBXO28	13	0	Readout_terminal
FAT2	13	0	Readout_terminal
FAM3C	13	0	Readout_terminal
FAM118B	13	0	Readout_terminal
FAIM2	13	0	Readout_terminal
EZR	13	0	Readout_terminal
EXT1	13	0	Readout_terminal
ESRP1	13	0	Readout_terminal
ERMP1	13	0	Readout_terminal
EOMES	13	0	Readout_terminal
ENPP1	13	0	Readout_terminal
ENOX2	13	0	Readout_terminal
EMP1	13	0	Readout_terminal
ELMO1	13	0	Readout_terminal
EFEMP1	13	0	Readout_terminal
EDNRB	13	0	Readout_terminal
DYNC1LI2	13	0	Readout_terminal
DUSP19	13	0	Readout_terminal
DUSP10	13	0	Readout_terminal
DTX3L	13	0	Readout_terminal
DOCK9	13	0	Readout_terminal
DKK2	13	0	Readout_terminal
DIS3	13	0	Readout_terminal
DIP2C	13	0	Readout_terminal
DCTN5	13	0	Readout_terminal
DCAF16	13	0	Readout_terminal
CUL2	13	0	Readout_terminal
CTTN	13	0	Readout_terminal
CTSC	13	0	Readout_terminal
CTDP1	13	0	Readout_terminal
CSTF1	13	0	Readout_terminal
CPNE4	13	0	Readout_terminal
COX4NB	13	0	Readout_terminal
CNTFR	13	0	Readout_terminal
CNN3	13	0	Readout_terminal
CLCN4	13	0	Readout_terminal
CHST1	13	0	Readout_terminal
CHD3	13	0	Readout_terminal
CENPBD1	13	0	Readout_terminal
CEBPG	13	0	Readout_terminal
CDR2L	13	0	Readout_terminal
CDH5	13	0	Readout_terminal
CD55	13	0	Readout_terminal
CD4	13	0	Readout_terminal
CC2D1A	13	0	Readout_terminal
CBX2	13	0	Readout_terminal
CASK	13	0	Readout_terminal
CARD8	13	0	Readout_terminal
CAPN2	13	0	Readout_terminal
CAMKK1	13	0	Readout_terminal
CALB1	13	0	Readout_terminal
CA2	13	0	Readout_terminal
C5ORF62	13	0	Readout_terminal
C5ORF51	13	0	Readout_terminal
C3orf14	13	0	Readout_terminal
C1ORF107	13	0	Readout_terminal
C13ORF37	13	0	Readout_terminal
C13ORF1	13	0	Readout_terminal
C12ORF36	13	0	Readout_terminal
C12ORF23	13	0	Readout_terminal
BTAF1	13	0	Readout_terminal
BSCL2	13	0	Readout_terminal
BRPF1	13	0	Readout_terminal
BRD1	13	0	Readout_terminal
BOLL	13	0	Readout_terminal
BNIP3L	13	0	Readout_terminal
BMP7	13	0	Readout_terminal
BMP2	13	0	Readout_terminal
ATXN3	13	0	Readout_terminal
ATXN2L	13	0	Readout_terminal
ATMIN	13	0	Readout_terminal
ASB8	13	0	Readout_terminal
ARPC5	13	0	Readout_terminal
ARL15	13	0	Readout_terminal
ARGLU1	13	0	Readout_terminal
APC2	13	0	Readout_terminal
APAF1	13	0	Readout_terminal
AP4S1	13	0	Readout_terminal
AP2A1	13	0	Readout_terminal
ANKHD1	13	0	Readout_terminal
ALS2	13	0	Readout_terminal
ALOX15B	13	0	Readout_terminal
ALDH1A3	13	0	Readout_terminal
ALB	13	0	Readout_terminal
ALAD	13	0	Readout_terminal
ADAMTS9	13	0	Readout_terminal
ADAM11	13	0	Readout_terminal
ACTN1	13	0	Readout_terminal
AC044799.1	13	0	Readout_terminal
ABCD2	13	0	Readout_terminal
hsa-miR-155*	12	0	Readout_terminal
ZSWIM1	12	0	Readout_terminal
ZNF81	12	0	Readout_terminal
ZNF689	12	0	Readout_terminal
ZNF473	12	0	Readout_terminal
ZNF451	12	0	Readout_terminal
ZNF449	12	0	Readout_terminal
ZNF385B	12	0	Readout_terminal
ZNF384	12	0	Readout_terminal
ZNF322A	12	0	Readout_terminal
ZNF219	12	0	Readout_terminal
ZMIZ2	12	0	Readout_terminal
ZDHHC2	12	0	Readout_terminal
ZC3H11A	12	0	Readout_terminal
ZBTB46	12	0	Readout_terminal
YWHAB	12	0	Readout_terminal
YLPM1	12	0	Readout_terminal
YIPF5	12	0	Readout_terminal
XRRA1	12	0	Readout_terminal
XK	12	0	Readout_terminal
WWP2	12	0	Readout_terminal
WDR47	12	0	Readout_terminal
WDR43	12	0	Readout_terminal
VTA1	12	0	Readout_terminal
VOPP1	12	0	Readout_terminal
VMA21	12	0	Readout_terminal
VLDLR	12	0	Readout_terminal
UTRN	12	0	Readout_terminal
UPK2	12	0	Readout_terminal
ULK2	12	0	Readout_terminal
UHRF2	12	0	Readout_terminal
UFD1L	12	0	Readout_terminal
UBE3C	12	0	Readout_terminal
UBE2E2	12	0	Readout_terminal
UBAP2	12	0	Readout_terminal
TSPYL5	12	0	Readout_terminal
TSN	12	0	Readout_terminal
TRIM44	12	0	Readout_terminal
TRAM1	12	0	Readout_terminal
TNFSF11	12	0	Readout_terminal
TNFRSF6B	12	0	Readout_terminal
TMEM40	12	0	Readout_terminal
TMEM168	12	0	Readout_terminal
TINAGL1	12	0	Readout_terminal
THAP6	12	0	Readout_terminal
TGFBI	12	0	Readout_terminal
TFPI2	12	0	Readout_terminal
TFPI	12	0	Readout_terminal
TFF1	12	0	Readout_terminal
TAGLN	12	0	Readout_terminal
SYT13	12	0	Readout_terminal
SYT10	12	0	Readout_terminal
SYNPO2L	12	0	Readout_terminal
SUMF1	12	0	Readout_terminal
SULT4A1	12	0	Readout_terminal
STON1	12	0	Readout_terminal
STIM2	12	0	Readout_terminal
STAU1	12	0	Readout_terminal
SPTLC3	12	0	Readout_terminal
SPARC	12	0	Readout_terminal
SOX8	12	0	Readout_terminal
SOX2	12	0	Readout_terminal
SORBS2	12	0	Readout_terminal
SOLH	12	0	Readout_terminal
SOCS5	12	0	Readout_terminal
SNIP1	12	0	Readout_terminal
SMG7	12	0	Readout_terminal
SMAGP	12	0	Readout_terminal
SMAD6	12	0	Readout_terminal
SLC45A4	12	0	Readout_terminal
SLC26A2	12	0	Readout_terminal
SLC25A42	12	0	Readout_terminal
SLC1A1	12	0	Readout_terminal
SLC17A9	12	0	Readout_terminal
SIM2	12	0	Readout_terminal
SHMT2	12	0	Readout_terminal
SF3A3	12	0	Readout_terminal
SERINC2	12	0	Readout_terminal
SEPHS1	12	0	Readout_terminal
SEC61A1	12	0	Readout_terminal
SEC24A	12	0	Readout_terminal
SEC14L1	12	0	Readout_terminal
SCYL3	12	0	Readout_terminal
SCN4B	12	0	Readout_terminal
SACM1L	12	0	Readout_terminal
S1PR2	12	0	Readout_terminal
S100A10	12	0	Readout_terminal
RUFY2	12	0	Readout_terminal
RTN4	12	0	Readout_terminal
RTN1	12	0	Readout_terminal
RSPO3	12	0	Readout_terminal
RPS2	12	0	Readout_terminal
RPL13AP5	12	0	Readout_terminal
RNPS1	12	0	Readout_terminal
RNFT2	12	0	Readout_terminal
RNF213	12	0	Readout_terminal
RNF166	12	0	Readout_terminal
RNASEH2A	12	0	Readout_terminal
RLF	12	0	Readout_terminal
RHCG	12	0	Readout_terminal
RCBTB1	12	0	Readout_terminal
RBM3	12	0	Readout_terminal
RBM23	12	0	Readout_terminal
RBM12B	12	0	Readout_terminal
RAVER1	12	0	Readout_terminal
RANBP17	12	0	Readout_terminal
RAG1AP1	12	0	Readout_terminal
RAB4B	12	0	Readout_terminal
RAB37	12	0	Readout_terminal
PTER	12	0	Readout_terminal
PRKACB	12	0	Readout_terminal
PREX1	12	0	Readout_terminal
PPP1R3D	12	0	Readout_terminal
PPP1R15A	12	0	Readout_terminal
PPP1R13L	12	0	Readout_terminal
PPP1R12C	12	0	Readout_terminal
POU3F2	12	0	Readout_terminal
POM121	12	0	Readout_terminal
POLQ	12	0	Readout_terminal
PMP22	12	0	Readout_terminal
PMAIP1	12	0	Readout_terminal
PLEKHA2	12	0	Readout_terminal
PLD1	12	0	Readout_terminal
PLCL2	12	0	Readout_terminal
PLCD1	12	0	Readout_terminal
PKM2	12	0	Readout_terminal
PKLR	12	0	Readout_terminal
PKIA	12	0	Readout_terminal
PKD2	12	0	Readout_terminal
PITX1	12	0	Readout_terminal
PHYHIPL	12	0	Readout_terminal
PHF23	12	0	Readout_terminal
PHB	12	0	Readout_terminal
PFKFB4	12	0	Readout_terminal
PER3	12	0	Readout_terminal
PER1	12	0	Readout_terminal
PDRG1	12	0	Readout_terminal
PDK4	12	0	Readout_terminal
PCYOX1	12	0	Readout_terminal
PCSK6	12	0	Readout_terminal
PCK1	12	0	Readout_terminal
PCDH1	12	0	Readout_terminal
PCBP2	12	0	Readout_terminal
PAX9	12	0	Readout_terminal
PAK4	12	0	Readout_terminal
OXR1	12	0	Readout_terminal
OTUD6B	12	0	Readout_terminal
OSBP2	12	0	Readout_terminal
ORAI3	12	0	Readout_terminal
NXT2	12	0	Readout_terminal
NUBPL	12	0	Readout_terminal
NSUN4	12	0	Readout_terminal
NRXN2	12	0	Readout_terminal
NRAS	12	0	Readout_terminal
NRARP	12	0	Readout_terminal
NPM1	12	0	Readout_terminal
NPLOC4	12	0	Readout_terminal
NOTCH2NL	12	0	Readout_terminal
NFATC2IP	12	0	Readout_terminal
NETO2	12	0	Readout_terminal
NBR1	12	0	Readout_terminal
NAPB	12	0	Readout_terminal
NAGPA	12	0	Readout_terminal
NADK	12	0	Readout_terminal
MYLK3	12	0	Readout_terminal
MYBPH	12	0	Readout_terminal
MLXIP	12	0	Readout_terminal
MLL4	12	0	Readout_terminal
MLH1	12	0	Readout_terminal
MEMO1	12	0	Readout_terminal
MARCKSL1	12	0	Readout_terminal
MAPK4	12	0	Readout_terminal
MAP9	12	0	Readout_terminal
MAP3K11	12	0	Readout_terminal
MAGEB2	12	0	Readout_terminal
LZTFL1	12	0	Readout_terminal
LYPLA1	12	0	Readout_terminal
LSM14B	12	0	Readout_terminal
LRRC57	12	0	Readout_terminal
LRP8	12	0	Readout_terminal
LPPR4	12	0	Readout_terminal
LOXL3	12	0	Readout_terminal
LIMA1	12	0	Readout_terminal
LFNG	12	0	Readout_terminal
LEAP2	12	0	Readout_terminal
LANCL1	12	0	Readout_terminal
KLHL31	12	0	Readout_terminal
KLHL12	12	0	Readout_terminal
KLF10	12	0	Readout_terminal
KIF2A	12	0	Readout_terminal
KIAA1244	12	0	Readout_terminal
KIAA0195	12	0	Readout_terminal
KIAA0174	12	0	Readout_terminal
KHDRBS3	12	0	Readout_terminal
KCNJ3	12	0	Readout_terminal
KCNH7	12	0	Readout_terminal
KCNE4	12	0	Readout_terminal
KAT5	12	0	Readout_terminal
KALRN	12	0	Readout_terminal
ITPKC	12	0	Readout_terminal
ITPKB	12	0	Readout_terminal
ITPK1	12	0	Readout_terminal
ITGA2	12	0	Readout_terminal
IQGAP2	12	0	Readout_terminal
ING4	12	0	Readout_terminal
IL1B	12	0	Readout_terminal
IHH	12	0	Readout_terminal
IGFBP3	12	0	Readout_terminal
HS3ST1	12	0	Readout_terminal
HOXD10	12	0	Readout_terminal
HOXB8	12	0	Readout_terminal
HOXA4	12	0	Readout_terminal
HNRNPAB	12	0	Readout_terminal
HN1L	12	0	Readout_terminal
HMHA1	12	0	Readout_terminal
HMGN4	12	0	Readout_terminal
HK2	12	0	Readout_terminal
HIST1H3H	12	0	Readout_terminal
HIST1H2AA	12	0	Readout_terminal
HIST1H1B	12	0	Readout_terminal
HIGD1A	12	0	Readout_terminal
HEMGN	12	0	Readout_terminal
GSTCD	12	0	Readout_terminal
GRM7	12	0	Readout_terminal
GPR26	12	0	Readout_terminal
GPR137B	12	0	Readout_terminal
GPR107	12	0	Readout_terminal
GOSR2	12	0	Readout_terminal
GOLGA4	12	0	Readout_terminal
GNGT2	12	0	Readout_terminal
GNE	12	0	Readout_terminal
GNA12	12	0	Readout_terminal
GMPS	12	0	Readout_terminal
GLUD1	12	0	Readout_terminal
GLTP	12	0	Readout_terminal
GJA4	12	0	Readout_terminal
GJA1	12	0	Readout_terminal
GDE1	12	0	Readout_terminal
GABPB1	12	0	Readout_terminal
GABARAPL1	12	0	Readout_terminal
FZD1	12	0	Readout_terminal
FYTTD1	12	0	Readout_terminal
FTL	12	0	Readout_terminal
FRS3	12	0	Readout_terminal
FRG1B	12	0	Readout_terminal
FOXD1	12	0	Readout_terminal
FKTN	12	0	Readout_terminal
FGF18	12	0	Readout_terminal
FGD1	12	0	Readout_terminal
FGA	12	0	Readout_terminal
FBXO46	12	0	Readout_terminal
FBXO10	12	0	Readout_terminal
FBXL18	12	0	Readout_terminal
FAM102B	12	0	Readout_terminal
ETNK2	12	0	Readout_terminal
ENPP6	12	0	Readout_terminal
ENPEP	12	0	Readout_terminal
ENO1	12	0	Readout_terminal
EMX2	12	0	Readout_terminal
EFHD2	12	0	Readout_terminal
DYNLL2	12	0	Readout_terminal
DTX1	12	0	Readout_terminal
DR1	12	0	Readout_terminal
DNAJB4	12	0	Readout_terminal
DNAH14	12	0	Readout_terminal
DLD	12	0	Readout_terminal
DGKB	12	0	Readout_terminal
DDX46	12	0	Readout_terminal
DCUN1D1	12	0	Readout_terminal
DAZL	12	0	Readout_terminal
CYTSA	12	0	Readout_terminal
CUEDC1	12	0	Readout_terminal
CTU2	12	0	Readout_terminal
CRTC2	12	0	Readout_terminal
CRCT1	12	0	Readout_terminal
CPSF2	12	0	Readout_terminal
CPPED1	12	0	Readout_terminal
CPM	12	0	Readout_terminal
CP110	12	0	Readout_terminal
CNOT3	12	0	Readout_terminal
CLEC16A	12	0	Readout_terminal
CLDN12	12	0	Readout_terminal
CLCN3	12	0	Readout_terminal
CISH	12	0	Readout_terminal
CHAF1A	12	0	Readout_terminal
CEP63	12	0	Readout_terminal
CDX2	12	0	Readout_terminal
CDH13	12	0	Readout_terminal
CD109	12	0	Readout_terminal
CCNE2	12	0	Readout_terminal
CCND3	12	0	Readout_terminal
CCDC43	12	0	Readout_terminal
CBFB	12	0	Readout_terminal
CASP2	12	0	Readout_terminal
CACNB1	12	0	Readout_terminal
CA5B	12	0	Readout_terminal
C9ORF150	12	0	Readout_terminal
C3ORF63	12	0	Readout_terminal
C3ORF58	12	0	Readout_terminal
C2ORF71	12	0	Readout_terminal
C15ORF27	12	0	Readout_terminal
C10ORF118	12	0	Readout_terminal
BVES	12	0	Readout_terminal
BNIP2	12	0	Readout_terminal
BMP6	12	0	Readout_terminal
BIN2	12	0	Readout_terminal
BCL6B	12	0	Readout_terminal
BCL2L15	12	0	Readout_terminal
AZI2	12	0	Readout_terminal
ATXN7	12	0	Readout_terminal
ATPAF1	12	0	Readout_terminal
ATP6V0A2	12	0	Readout_terminal
ATP1B4	12	0	Readout_terminal
ATG9A	12	0	Readout_terminal
ASAP1	12	0	Readout_terminal
ARHGEF2	12	0	Readout_terminal
ARHGDIA	12	0	Readout_terminal
ARHGAP28	12	0	Readout_terminal
ARFGAP2	12	0	Readout_terminal
APOLD1	12	0	Readout_terminal
ANGPTL2	12	0	Readout_terminal
AMPD3	12	0	Readout_terminal
AMFR	12	0	Readout_terminal
AGBL5	12	0	Readout_terminal
ADRA2B	12	0	Readout_terminal
ADORA1	12	0	Readout_terminal
ADIPOR1	12	0	Readout_terminal
ADAMTS17	12	0	Readout_terminal
ACPL2	12	0	Readout_terminal
ACER3	12	0	Readout_terminal
ABLIM3	12	0	Readout_terminal
ZXDC	11	0	Readout_terminal
ZPLD1	11	0	Readout_terminal
ZNF800	11	0	Readout_terminal
ZNF750	11	0	Readout_terminal
ZNF746	11	0	Readout_terminal
ZNF518B	11	0	Readout_terminal
ZNF367	11	0	Readout_terminal
ZNF335	11	0	Readout_terminal
ZNF323	11	0	Readout_terminal
ZDHHC17	11	0	Readout_terminal
ZBTB1	11	0	Readout_terminal
YME1L1	11	0	Readout_terminal
XPO7	11	0	Readout_terminal
XKR6	11	0	Readout_terminal
WSCD1	11	0	Readout_terminal
WDR20	11	0	Readout_terminal
VTRNA1-2	11	0	Readout_terminal
VPS4B	11	0	Readout_terminal
VPS37C	11	0	Readout_terminal
VPS25	11	0	Readout_terminal
VARS	11	0	Readout_terminal
USP5	11	0	Readout_terminal
USP38	11	0	Readout_terminal
USP33	11	0	Readout_terminal
USP30	11	0	Readout_terminal
UGDH	11	0	Readout_terminal
UCP3	11	0	Readout_terminal
UBE2E1	11	0	Readout_terminal
U2AF2	11	0	Readout_terminal
TUBB2C	11	0	Readout_terminal
TSTD2	11	0	Readout_terminal
TRPC4AP	11	0	Readout_terminal
TRIP12	11	0	Readout_terminal
TRIM25	11	0	Readout_terminal
TOR1A	11	0	Readout_terminal
TMOD1	11	0	Readout_terminal
TMEM55A	11	0	Readout_terminal
TMEM49	11	0	Readout_terminal
TMEM184A	11	0	Readout_terminal
TMEM182	11	0	Readout_terminal
TMEM156	11	0	Readout_terminal
TMEM126B	11	0	Readout_terminal
TMEM115	11	0	Readout_terminal
TMEM110	11	0	Readout_terminal
TMEFF1	11	0	Readout_terminal
TLX1	11	0	Readout_terminal
TLR4	11	0	Readout_terminal
TLCD1	11	0	Readout_terminal
TIPRL	11	0	Readout_terminal
TECPR2	11	0	Readout_terminal
TCF19	11	0	Readout_terminal
TBC1D25	11	0	Readout_terminal
TBC1D17	11	0	Readout_terminal
TBC1D1	11	0	Readout_terminal
TADA1	11	0	Readout_terminal
SYPL2	11	0	Readout_terminal
SYDE1	11	0	Readout_terminal
SV2B	11	0	Readout_terminal
STX10	11	0	Readout_terminal
STIP1	11	0	Readout_terminal
STAG1	11	0	Readout_terminal
SSTR1	11	0	Readout_terminal
SSH1	11	0	Readout_terminal
SPPL3	11	0	Readout_terminal
SPON2	11	0	Readout_terminal
SPIN3	11	0	Readout_terminal
SPATS2	11	0	Readout_terminal
SOX17	11	0	Readout_terminal
SOX13	11	0	Readout_terminal
SMYD3	11	0	Readout_terminal
SMARCA1	11	0	Readout_terminal
SLC46A3	11	0	Readout_terminal
SLC39A13	11	0	Readout_terminal
SLC35E4	11	0	Readout_terminal
SLC35E1	11	0	Readout_terminal
SLC35A4	11	0	Readout_terminal
SLC25A32	11	0	Readout_terminal
SLC16A9	11	0	Readout_terminal
SKA2	11	0	Readout_terminal
SIAH3	11	0	Readout_terminal
SHROOM3	11	0	Readout_terminal
SHOC2	11	0	Readout_terminal
SHMT1	11	0	Readout_terminal
SH2D1A	11	0	Readout_terminal
SGCB	11	0	Readout_terminal
SFTA3	11	0	Readout_terminal
SFRS13B	11	0	Readout_terminal
SF1	11	0	Readout_terminal
SEMA6B	11	0	Readout_terminal
SEMA3C	11	0	Readout_terminal
SEC14L5	11	0	Readout_terminal
SCRT1	11	0	Readout_terminal
SCOC	11	0	Readout_terminal
SCFD1	11	0	Readout_terminal
SASH3	11	0	Readout_terminal
RUFY3	11	0	Readout_terminal
RSPO2	11	0	Readout_terminal
RRM2	11	0	Readout_terminal
RRBP1	11	0	Readout_terminal
RRAGD	11	0	Readout_terminal
RPS11	11	0	Readout_terminal
RPL7	11	0	Readout_terminal
RPIA	11	0	Readout_terminal
RNF214	11	0	Readout_terminal
RNF185	11	0	Readout_terminal
RNF145	11	0	Readout_terminal
RNF10	11	0	Readout_terminal
RNASET2	11	0	Readout_terminal
RHOC	11	0	Readout_terminal
RHOA	11	0	Readout_terminal
RGS14	11	0	Readout_terminal
RGS13	11	0	Readout_terminal
RFWD3	11	0	Readout_terminal
RERG	11	0	Readout_terminal
RBMXL1	11	0	Readout_terminal
RBM14	11	0	Readout_terminal
RBBP6	11	0	Readout_terminal
RASGEF1B	11	0	Readout_terminal
RAD23A	11	0	Readout_terminal
RAD1	11	0	Readout_terminal
RABL3	11	0	Readout_terminal
RAB40C	11	0	Readout_terminal
PYGO2	11	0	Readout_terminal
PTRF	11	0	Readout_terminal
PTPRO	11	0	Readout_terminal
PTPDC1	11	0	Readout_terminal
PTK2	11	0	Readout_terminal
PTGS2	11	0	Readout_terminal
PTGDR	11	0	Readout_terminal
PSMD9	11	0	Readout_terminal
PRR5L	11	0	Readout_terminal
PRPF19	11	0	Readout_terminal
PRKAR2A	11	0	Readout_terminal
PRC1	11	0	Readout_terminal
POU4F2	11	0	Readout_terminal
POC1B	11	0	Readout_terminal
PNPO	11	0	Readout_terminal
PNPLA6	11	0	Readout_terminal
PLEC	11	0	Readout_terminal
PLDN	11	0	Readout_terminal
PLAGL1	11	0	Readout_terminal
PIM2	11	0	Readout_terminal
PID1	11	0	Readout_terminal
PHF3	11	0	Readout_terminal
PGBD5	11	0	Readout_terminal
PFN1	11	0	Readout_terminal
PDE3B	11	0	Readout_terminal
PDE12	11	0	Readout_terminal
PDCL	11	0	Readout_terminal
PCDHB5	11	0	Readout_terminal
PCDH8	11	0	Readout_terminal
PAX3	11	0	Readout_terminal
PAM	11	0	Readout_terminal
PABPN1	11	0	Readout_terminal
PABPC1	11	0	Readout_terminal
OTUB1	11	0	Readout_terminal
OLR1	11	0	Readout_terminal
OAZ2	11	0	Readout_terminal
OAZ1	11	0	Readout_terminal
NYNRIN	11	0	Readout_terminal
NUAK2	11	0	Readout_terminal
NSFL1C	11	0	Readout_terminal
NRCAM	11	0	Readout_terminal
NPTX2	11	0	Readout_terminal
NMU	11	0	Readout_terminal
NME1	11	0	Readout_terminal
NKX3-2	11	0	Readout_terminal
NKX2-1	11	0	Readout_terminal
NKAIN1	11	0	Readout_terminal
NIN	11	0	Readout_terminal
NEURL4	11	0	Readout_terminal
NEDD8	11	0	Readout_terminal
NDRG4	11	0	Readout_terminal
NDRG2	11	0	Readout_terminal
NCKAP5	11	0	Readout_terminal
NCBP1	11	0	Readout_terminal
NCAN	11	0	Readout_terminal
NAPA	11	0	Readout_terminal
MZT2B	11	0	Readout_terminal
MYNN	11	0	Readout_terminal
MORF4L2	11	0	Readout_terminal
MNX1	11	0	Readout_terminal
MLLT4	11	0	Readout_terminal
MKX	11	0	Readout_terminal
MKNK1	11	0	Readout_terminal
MEPCE	11	0	Readout_terminal
MDM4	11	0	Readout_terminal
MDC1	11	0	Readout_terminal
MATN3	11	0	Readout_terminal
MAT2B	11	0	Readout_terminal
MAP3K13	11	0	Readout_terminal
MAP1LC3B2	11	0	Readout_terminal
MAN2A2	11	0	Readout_terminal
MAGEB1	11	0	Readout_terminal
LTBP2	11	0	Readout_terminal
LRSAM1	11	0	Readout_terminal
LRP12	11	0	Readout_terminal
LOXL4	11	0	Readout_terminal
LNPEP	11	0	Readout_terminal
LMTK2	11	0	Readout_terminal
LIX1	11	0	Readout_terminal
LCN2	11	0	Readout_terminal
KIF24	11	0	Readout_terminal
KIF16B	11	0	Readout_terminal
KIAA1688	11	0	Readout_terminal
KIAA1324L	11	0	Readout_terminal
KIAA0895	11	0	Readout_terminal
KIAA0556	11	0	Readout_terminal
KHDRBS1	11	0	Readout_terminal
KCTD2	11	0	Readout_terminal
KCNIP2	11	0	Readout_terminal
KCNH2	11	0	Readout_terminal
KCND2	11	0	Readout_terminal
KCND1	11	0	Readout_terminal
KCNB1	11	0	Readout_terminal
KANK1	11	0	Readout_terminal
JAM3	11	0	Readout_terminal
ITPRIP	11	0	Readout_terminal
ITGA4	11	0	Readout_terminal
IL13RA2	11	0	Readout_terminal
IER3	11	0	Readout_terminal
ICAM2	11	0	Readout_terminal
HSPA8	11	0	Readout_terminal
HSBP1	11	0	Readout_terminal
HRH1	11	0	Readout_terminal
HOXA1	11	0	Readout_terminal
HNRNPH1	11	0	Readout_terminal
HIST1H2BH	11	0	Readout_terminal
HIST1H2AL	11	0	Readout_terminal
HES7	11	0	Readout_terminal
HCN3	11	0	Readout_terminal
HAP1	11	0	Readout_terminal
HAND1	11	0	Readout_terminal
GTF3C2	11	0	Readout_terminal
GTF2E1	11	0	Readout_terminal
GREM1	11	0	Readout_terminal
GPRIN3	11	0	Readout_terminal
GNB1	11	0	Readout_terminal
GLP1R	11	0	Readout_terminal
GFRA1	11	0	Readout_terminal
GDPD1	11	0	Readout_terminal
GDAP1	11	0	Readout_terminal
GCET2	11	0	Readout_terminal
GAS5	11	0	Readout_terminal
G3BP1	11	0	Readout_terminal
FYN	11	0	Readout_terminal
FOXL1	11	0	Readout_terminal
FOXC1	11	0	Readout_terminal
FLT3	11	0	Readout_terminal
FLJ35776	11	0	Readout_terminal
FLG	11	0	Readout_terminal
FAM57B	11	0	Readout_terminal
FAM57A	11	0	Readout_terminal
FAM40A	11	0	Readout_terminal
FAM177A1	11	0	Readout_terminal
FAM173B	11	0	Readout_terminal
FAM164C	11	0	Readout_terminal
FAM135A	11	0	Readout_terminal
FAM129A	11	0	Readout_terminal
FAM123A	11	0	Readout_terminal
FAM108C1	11	0	Readout_terminal
FADS1	11	0	Readout_terminal
F11R	11	0	Readout_terminal
EXOC8	11	0	Readout_terminal
ESRP2	11	0	Readout_terminal
ESCO1	11	0	Readout_terminal
EPHB4	11	0	Readout_terminal
EPB41L5	11	0	Readout_terminal
