# This file contains the list of genes (nodes) in the gene regulatory network
# of Escherichia coli.
# 
# The original network was built using the information available from
# 
# Keseler IM, Collado-Vides J, Santos-Zavaleta A, Peralta-Gil M, Gama-Castro S,
# Muñiz-Rascado L, et al. EcoCyc: a comprehensive database of Escherichia coli
# biology. Nucleic acids research. 2011;39(Database issue):D583–90.
# doi:10.1093/nar/gkq1143.
# 
# Columns:
# 1. genes name as it appears in the database
# 2. in-degree of that node (ignoring self-loops)
# 3. out degree of that node (ignoring self-loops)
# 4. the substructure of the network where the node is found: `Reservoir`,
# `Readout`, `Readout_terminal` or `Other`
# 
# 
Gene	in-degree	out-degree	type
flgM	4	0	Readout_terminal
fixX	4	0	Readout_terminal
fixC	4	0	Readout_terminal
fixB	4	0	Readout_terminal
fixA	4	0	Readout_terminal
fimE	4	0	Readout_terminal
fes	4	0	Readout_terminal
fepE	4	0	Readout_terminal
feoC	4	0	Readout_terminal
feoB	4	0	Readout_terminal
feoA	4	0	Readout_terminal
fdnI	4	0	Readout_terminal
fdnH	4	0	Readout_terminal
fdnG	4	0	Readout_terminal
fbaA	4	0	Readout_terminal
fadD	4	0	Readout_terminal
fadB	4	0	Readout_terminal
fadA	4	0	Readout_terminal
evgS	4	0	Readout_terminal
epd	4	0	Readout_terminal
envZ	4	0	Readout_terminal
entF	4	0	Readout_terminal
entD	4	0	Readout_terminal
edd	4	0	Readout_terminal
dsbC	4	0	Readout_terminal
dppF	4	0	Readout_terminal
dppD	4	0	Readout_terminal
dppC	4	0	Readout_terminal
dppB	4	0	Readout_terminal
dppA	4	0	Readout_terminal
dnaN	4	0	Readout_terminal
dmsD	4	0	Readout_terminal
dcuB	4	0	Readout_terminal
dcuA	4	0	Readout_terminal
dctA	4	0	Readout_terminal
cysJ	4	0	Readout_terminal
cysI	4	0	Readout_terminal
cydD	4	0	Readout_terminal
cyaR	4	0	Readout_terminal
cspE	4	0	Readout_terminal
cspD	4	0	Readout_terminal
csiE	4	0	Readout_terminal
cdd	4	0	Readout_terminal
casE	4	0	Readout_terminal
casD	4	0	Readout_terminal
cas2	4	0	Readout_terminal
cas1	4	0	Readout_terminal
bhsA	4	0	Readout_terminal
betT	4	0	Readout_terminal
betB	4	0	Readout_terminal
atoE	4	0	Readout_terminal
atoD	4	0	Readout_terminal
atoB	4	0	Readout_terminal
atoA	4	0	Readout_terminal
aspA	4	0	Readout_terminal
aslB	4	0	Readout_terminal
araG	4	0	Readout_terminal
araF	4	0	Readout_terminal
appC	4	0	Readout_terminal
appB	4	0	Readout_terminal
appA	4	0	Readout_terminal
ansB	4	0	Readout_terminal
aidB	4	0	Readout_terminal
ahpF	4	0	Readout_terminal
zraS	3	0	Readout_terminal
yrfF	3	0	Readout_terminal
yqjH	3	0	Readout_terminal
yqjA	3	0	Readout_terminal
yqeJ	3	0	Readout_terminal
yqeI	3	0	Readout_terminal
yqeG	3	0	Readout_terminal
yodB	3	0	Readout_terminal
yoaC	3	0	Readout_terminal
ynfA	3	0	Readout_terminal
ykgC	3	0	Readout_terminal
yjjQ	3	0	Readout_terminal
yjhU	3	0	Readout_terminal
yjhG	3	0	Readout_terminal
yjhC	3	0	Readout_terminal
yjhB	3	0	Readout_terminal
yjgB	3	0	Readout_terminal
yjcO	3	0	Readout_terminal
yihM	3	0	Readout_terminal
yihL	3	0	Readout_terminal
yibD	3	0	Readout_terminal
yhjH	3	0	Readout_terminal
yhjA	3	0	Readout_terminal
yhcF	3	0	Readout_terminal
yhcD	3	0	Readout_terminal
yhcA	3	0	Readout_terminal
yghT	3	0	Readout_terminal
yghQ	3	0	Readout_terminal
yghD	3	0	Readout_terminal
yggI	3	0	Readout_terminal
ygdB	3	0	Readout_terminal
ygbK	3	0	Readout_terminal
yfjQ	3	0	Readout_terminal
yfjP	3	0	Readout_terminal
yfjI	3	0	Readout_terminal
yfiR	3	0	Readout_terminal
yfiN	3	0	Readout_terminal
yfeX	3	0	Readout_terminal
yfdQ	3	0	Readout_terminal
yfdP	3	0	Readout_terminal
yfbL	3	0	Readout_terminal
yeiW	3	0	Readout_terminal
yeiB	3	0	Readout_terminal
yegS	3	0	Readout_terminal
yecR	3	0	Readout_terminal
yebV	3	0	Readout_terminal
ydjO	3	0	Readout_terminal
ydcX	3	0	Readout_terminal
yciN	3	0	Readout_terminal
yciG	3	0	Readout_terminal
yciF	3	0	Readout_terminal
ycgR	3	0	Readout_terminal
yceI	3	0	Readout_terminal
yceF	3	0	Readout_terminal
ycaQ	3	0	Readout_terminal
ycaI	3	0	Readout_terminal
ybgS	3	0	Readout_terminal
ybeQ	3	0	Readout_terminal
ybdN	3	0	Readout_terminal
ybdJ	3	0	Readout_terminal
ybaN	3	0	Readout_terminal
yaiS	3	0	Readout_terminal
yaiO	3	0	Readout_terminal
yaiI	3	0	Readout_terminal
yaiA	3	0	Readout_terminal
yagH	3	0	Readout_terminal
yagG	3	0	Readout_terminal
yafP	3	0	Readout_terminal
yafO	3	0	Readout_terminal
yafN	3	0	Readout_terminal
yaeQ	3	0	Readout_terminal
yadS	3	0	Readout_terminal
xylH	3	0	Readout_terminal
xylG	3	0	Readout_terminal
xylF	3	0	Readout_terminal
xylB	3	0	Readout_terminal
xylA	3	0	Readout_terminal
xapB	3	0	Readout_terminal
xapA	3	0	Readout_terminal
wcaB	3	0	Readout_terminal
wcaA	3	0	Readout_terminal
waaY	3	0	Readout_terminal
waaF	3	0	Readout_terminal
waaC	3	0	Readout_terminal
uxaB	3	0	Readout_terminal
uvrA	3	0	Readout_terminal
uspB	3	0	Readout_terminal
ulaG	3	0	Readout_terminal
uidB	3	0	Readout_terminal
uidA	3	0	Readout_terminal
uhpT	3	0	Readout_terminal
ugpE	3	0	Readout_terminal
ugpC	3	0	Readout_terminal
ugpB	3	0	Readout_terminal
ugpA	3	0	Readout_terminal
udp	3	0	Readout_terminal
tufA	3	0	Readout_terminal
tsr	3	0	Readout_terminal
trmD	3	0	Readout_terminal
trg	3	0	Readout_terminal
tpx	3	0	Readout_terminal
tpiA	3	0	Readout_terminal
torD	3	0	Readout_terminal
torC	3	0	Readout_terminal
torA	3	0	Readout_terminal
tnaC	3	0	Readout_terminal
tnaB	3	0	Readout_terminal
tnaA	3	0	Readout_terminal
tfaQ	3	0	Readout_terminal
tam	3	0	Readout_terminal
ssb	3	0	Readout_terminal
spy	3	0	Readout_terminal
speB	3	0	Readout_terminal
sohB	3	0	Readout_terminal
slyD	3	0	Readout_terminal
serC	3	0	Readout_terminal
ruvB	3	0	Readout_terminal
rseC	3	0	Readout_terminal
rseB	3	0	Readout_terminal
rseA	3	0	Readout_terminal
rpsU	3	0	Readout_terminal
rpsP	3	0	Readout_terminal
rpsI	3	0	Readout_terminal
rpmI	3	0	Readout_terminal
rplM	3	0	Readout_terminal
rnlA	3	0	Readout_terminal
rimM	3	0	Readout_terminal
rhaB	3	0	Readout_terminal
rhaA	3	0	Readout_terminal
rfaZ	3	0	Readout_terminal
rfaL	3	0	Readout_terminal
rfaD	3	0	Readout_terminal
relA	3	0	Readout_terminal
recJ	3	0	Readout_terminal
rcnA	3	0	Readout_terminal
rbsK	3	0	Readout_terminal
rbsD	3	0	Readout_terminal
rbsC	3	0	Readout_terminal
rbsB	3	0	Readout_terminal
rbsA	3	0	Readout_terminal
pyrD	3	0	Readout_terminal
pyrC	3	0	Readout_terminal
pykF	3	0	Readout_terminal
puuA	3	0	Readout_terminal
putP	3	0	Readout_terminal
purN	3	0	Readout_terminal
purM	3	0	Readout_terminal
purH	3	0	Readout_terminal
psiE	3	0	Readout_terminal
prs	3	0	Readout_terminal
proX	3	0	Readout_terminal
proW	3	0	Readout_terminal
proV	3	0	Readout_terminal
ppx	3	0	Readout_terminal
ppk	3	0	Readout_terminal
ppiD	3	0	Readout_terminal
ppdC	3	0	Readout_terminal
ppdB	3	0	Readout_terminal
ppdA	3	0	Readout_terminal
pncB	3	0	Readout_terminal
phoQ	3	0	Readout_terminal
pheM	3	0	Readout_terminal
pgi	3	0	Readout_terminal
pflD	3	0	Readout_terminal
pflC	3	0	Readout_terminal
pfkA	3	0	Readout_terminal
pcnB	3	0	Readout_terminal
osmB	3	0	Readout_terminal
nudE	3	0	Readout_terminal
nrdG	3	0	Readout_terminal
nrdD	3	0	Readout_terminal
nlpE	3	0	Readout_terminal
nemA	3	0	Readout_terminal
narX	3	0	Readout_terminal
nanM	3	0	Readout_terminal
nanC	3	0	Readout_terminal
nagE	3	0	Readout_terminal
nagD	3	0	Readout_terminal
nagB	3	0	Readout_terminal
mzrA	3	0	Readout_terminal
murG	3	0	Readout_terminal
murF	3	0	Readout_terminal
murE	3	0	Readout_terminal
murD	3	0	Readout_terminal
murC	3	0	Readout_terminal
msbA	3	0	Readout_terminal
mraY	3	0	Readout_terminal
mppA	3	0	Readout_terminal
mpaA	3	0	Readout_terminal
moaE	3	0	Readout_terminal
moaD	3	0	Readout_terminal
moaC	3	0	Readout_terminal
moaB	3	0	Readout_terminal
moaA	3	0	Readout_terminal
mntP	3	0	Readout_terminal
mnmG	3	0	Readout_terminal
mmuP	3	0	Readout_terminal
mmuM	3	0	Readout_terminal
mioC	3	0	Readout_terminal
mhpF	3	0	Readout_terminal
mhpE	3	0	Readout_terminal
mhpD	3	0	Readout_terminal
mhpC	3	0	Readout_terminal
mhpB	3	0	Readout_terminal
mhpA	3	0	Readout_terminal
metQ	3	0	Readout_terminal
metN	3	0	Readout_terminal
metK	3	0	Readout_terminal
metI	3	0	Readout_terminal
metH	3	0	Readout_terminal
metA	3	0	Readout_terminal
melB	3	0	Readout_terminal
melA	3	0	Readout_terminal
mdtK	3	0	Readout_terminal
mdtD	3	0	Readout_terminal
mdtC	3	0	Readout_terminal
mdtB	3	0	Readout_terminal
mdtA	3	0	Readout_terminal
mdoD	3	0	Readout_terminal
malY	3	0	Readout_terminal
malX	3	0	Readout_terminal
malP	3	0	Readout_terminal
malM	3	0	Readout_terminal
malK	3	0	Readout_terminal
lysP	3	0	Readout_terminal
lysA	3	0	Readout_terminal
lsrK	3	0	Readout_terminal
lsrG	3	0	Readout_terminal
lsrF	3	0	Readout_terminal
lsrD	3	0	Readout_terminal
lsrC	3	0	Readout_terminal
lsrB	3	0	Readout_terminal
lsrA	3	0	Readout_terminal
lpxK	3	0	Readout_terminal
lpxD	3	0	Readout_terminal
lpxC	3	0	Readout_terminal
lpxA	3	0	Readout_terminal
lldP	3	0	Readout_terminal
lldD	3	0	Readout_terminal
livJ	3	0	Readout_terminal
lipB	3	0	Readout_terminal
leuD	3	0	Readout_terminal
lamB	3	0	Readout_terminal
kbaZ	3	0	Readout_terminal
katE	3	0	Readout_terminal
iscA	3	0	Readout_terminal
insH-3	3	0	Readout_terminal
infC	3	0	Readout_terminal
ilvI	3	0	Readout_terminal
ilvH	3	0	Readout_terminal
idnT	3	0	Readout_terminal
idnO	3	0	Readout_terminal
idnD	3	0	Readout_terminal
icd	3	0	Readout_terminal
ibaG	3	0	Readout_terminal
hybO	3	0	Readout_terminal
hybG	3	0	Readout_terminal
hybF	3	0	Readout_terminal
hybE	3	0	Readout_terminal
hybD	3	0	Readout_terminal
hybC	3	0	Readout_terminal
hybB	3	0	Readout_terminal
hybA	3	0	Readout_terminal
htpG	3	0	Readout_terminal
hslO	3	0	Readout_terminal
hokD	3	0	Readout_terminal
hlpA	3	0	Readout_terminal
hfq	3	0	Readout_terminal
hflX	3	0	Readout_terminal
hflK	3	0	Readout_terminal
hflC	3	0	Readout_terminal
hemL	3	0	Readout_terminal
hemF	3	0	Readout_terminal
hchA	3	0	Readout_terminal
gyrB	3	0	Readout_terminal
gspO	3	0	Readout_terminal
gspM	3	0	Readout_terminal
gspL	3	0	Readout_terminal
gspK	3	0	Readout_terminal
gspJ	3	0	Readout_terminal
gspI	3	0	Readout_terminal
gspH	3	0	Readout_terminal
gspG	3	0	Readout_terminal
gspF	3	0	Readout_terminal
gspE	3	0	Readout_terminal
gspD	3	0	Readout_terminal
gspC	3	0	Readout_terminal
gspB	3	0	Readout_terminal
gspA	3	0	Readout_terminal
gpmA	3	0	Readout_terminal
gor	3	0	Readout_terminal
gntX	3	0	Readout_terminal
gntT	3	0	Readout_terminal
gmr	3	0	Readout_terminal
glyA	3	0	Readout_terminal
gluQ	3	0	Readout_terminal
glpK	3	0	Readout_terminal
glpF	3	0	Readout_terminal
glnE	3	0	Readout_terminal
glmS	3	0	Readout_terminal
glk	3	0	Readout_terminal
glgX	3	0	Readout_terminal
fucU	3	0	Readout_terminal
fucP	3	0	Readout_terminal
fucO	3	0	Readout_terminal
fucK	3	0	Readout_terminal
fucI	3	0	Readout_terminal
fucA	3	0	Readout_terminal
ftsW	3	0	Readout_terminal
ftsL	3	0	Readout_terminal
ftsI	3	0	Readout_terminal
ftsH	3	0	Readout_terminal
ftnB	3	0	Readout_terminal
ftnA	3	0	Readout_terminal
fpr	3	0	Readout_terminal
folK	3	0	Readout_terminal
flhE	3	0	Readout_terminal
flhB	3	0	Readout_terminal
flhA	3	0	Readout_terminal
flgJ	3	0	Readout_terminal
flgI	3	0	Readout_terminal
flgH	3	0	Readout_terminal
flgG	3	0	Readout_terminal
flgF	3	0	Readout_terminal
flgE	3	0	Readout_terminal
flgD	3	0	Readout_terminal
flgC	3	0	Readout_terminal
flgB	3	0	Readout_terminal
flgA	3	0	Readout_terminal
fiu	3	0	Readout_terminal
fhuF	3	0	Readout_terminal
fepB	3	0	Readout_terminal
fepA	3	0	Readout_terminal
fadJ	3	0	Readout_terminal
fadI	3	0	Readout_terminal
fadH	3	0	Readout_terminal
fabZ	3	0	Readout_terminal
fabB	3	0	Readout_terminal
fabA	3	0	Readout_terminal
exuT	3	0	Readout_terminal
entH	3	0	Readout_terminal
entE	3	0	Readout_terminal
entC	3	0	Readout_terminal
entB	3	0	Readout_terminal
entA	3	0	Readout_terminal
eno	3	0	Readout_terminal
emrY	3	0	Readout_terminal
ebgC	3	0	Readout_terminal
ebgA	3	0	Readout_terminal
dxr	3	0	Readout_terminal
dsdX	3	0	Readout_terminal
dsdA	3	0	Readout_terminal
dnaG	3	0	Readout_terminal
dinI	3	0	Readout_terminal
dinB	3	0	Readout_terminal
degP	3	0	Readout_terminal
ddpX	3	0	Readout_terminal
ddpF	3	0	Readout_terminal
ddpD	3	0	Readout_terminal
ddpC	3	0	Readout_terminal
ddpB	3	0	Readout_terminal
ddpA	3	0	Readout_terminal
ddlB	3	0	Readout_terminal
dcuS	3	0	Readout_terminal
dcrB	3	0	Readout_terminal
dadX	3	0	Readout_terminal
dadA	3	0	Readout_terminal
cysW	3	0	Readout_terminal
cysU	3	0	Readout_terminal
cysP	3	0	Readout_terminal
cysM	3	0	Readout_terminal
cysC	3	0	Readout_terminal
cysA	3	0	Readout_terminal
cspH	3	0	Readout_terminal
creD	3	0	Readout_terminal
creC	3	0	Readout_terminal
creA	3	0	Readout_terminal
cpxA	3	0	Readout_terminal
codB	3	0	Readout_terminal
codA	3	0	Readout_terminal
clpX	3	0	Readout_terminal
cirA	3	0	Readout_terminal
cheW	3	0	Readout_terminal
chbF	3	0	Readout_terminal
chbC	3	0	Readout_terminal
chbB	3	0	Readout_terminal
chbA	3	0	Readout_terminal
casC	3	0	Readout_terminal
casB	3	0	Readout_terminal
casA	3	0	Readout_terminal
bamE	3	0	Readout_terminal
baeS	3	0	Readout_terminal
azoR	3	0	Readout_terminal
ascF	3	0	Readout_terminal
ascB	3	0	Readout_terminal
artQ	3	0	Readout_terminal
artP	3	0	Readout_terminal
artM	3	0	Readout_terminal
artI	3	0	Readout_terminal
aroP	3	0	Readout_terminal
aroM	3	0	Readout_terminal
aroL	3	0	Readout_terminal
aroG	3	0	Readout_terminal
aroA	3	0	Readout_terminal
argO	3	0	Readout_terminal
argI	3	0	Readout_terminal
argG	3	0	Readout_terminal
argD	3	0	Readout_terminal
arfB	3	0	Readout_terminal
araJ	3	0	Readout_terminal
araE	3	0	Readout_terminal
araD	3	0	Readout_terminal
araB	3	0	Readout_terminal
araA	3	0	Readout_terminal
ampG	3	0	Readout_terminal
amiA	3	0	Readout_terminal
alsE	3	0	Readout_terminal
allE	3	0	Readout_terminal
alkB	3	0	Readout_terminal
alkA	3	0	Readout_terminal
aldB	3	0	Readout_terminal
alaX	3	0	Readout_terminal
alaW	3	0	Readout_terminal
alaA	3	0	Readout_terminal
ahpC	3	0	Readout_terminal
agaW	3	0	Readout_terminal
agaV	3	0	Readout_terminal
agaA	3	0	Readout_terminal
aer	3	0	Readout_terminal
adiC	3	0	Readout_terminal
acrF	3	0	Readout_terminal
acrE	3	0	Readout_terminal
ackA	3	0	Readout_terminal
aaeB	3	0	Readout_terminal
zraP	2	0	Readout_terminal
znuC	2	0	Readout_terminal
znuB	2	0	Readout_terminal
znuA	2	0	Readout_terminal
zntA	2	0	Readout_terminal
ytfI	2	0	Readout_terminal
ytfH	2	0	Readout_terminal
ytfF	2	0	Readout_terminal
ysgA	2	0	Readout_terminal
yrhB	2	0	Readout_terminal
yrbL	2	0	Readout_terminal
yraR	2	0	Readout_terminal
yraQ	2	0	Readout_terminal
yraH	2	0	Readout_terminal
yqjF	2	0	Readout_terminal
yqhD	2	0	Readout_terminal
yqhA	2	0	Readout_terminal
yqgB	2	0	Readout_terminal
yqfA	2	0	Readout_terminal
yqeK	2	0	Readout_terminal
yqeC	2	0	Readout_terminal
ypjD	2	0	Readout_terminal
yphB	2	0	Readout_terminal
yojI	2	0	Readout_terminal
yodC	2	0	Readout_terminal
yobB	2	0	Readout_terminal
yoaB	2	0	Readout_terminal
ynjI	2	0	Readout_terminal
ynjD	2	0	Readout_terminal
ynjC	2	0	Readout_terminal
ynjB	2	0	Readout_terminal
ynjA	2	0	Readout_terminal
yniA	2	0	Readout_terminal
yneM	2	0	Readout_terminal
yneK	2	0	Readout_terminal
yneJ	2	0	Readout_terminal
yneE	2	0	Readout_terminal
ynbD	2	0	Readout_terminal
ynbC	2	0	Readout_terminal
ynbB	2	0	Readout_terminal
ynbA	2	0	Readout_terminal
ymjB	2	0	Readout_terminal
ymgF	2	0	Readout_terminal
ymgE	2	0	Readout_terminal
ymgC	2	0	Readout_terminal
ymgA	2	0	Readout_terminal
ymfT	2	0	Readout_terminal
ymfS	2	0	Readout_terminal
ymfR	2	0	Readout_terminal
ymfQ	2	0	Readout_terminal
ymfP	2	0	Readout_terminal
ymfO	2	0	Readout_terminal
ymfN	2	0	Readout_terminal
ymfM	2	0	Readout_terminal
ymfL	2	0	Readout_terminal
ymfK	2	0	Readout_terminal
ymfJ	2	0	Readout_terminal
ymdC	2	0	Readout_terminal
ymdB	2	0	Readout_terminal
ymdA	2	0	Readout_terminal
ylcG	2	0	Readout_terminal
ykgR	2	0	Readout_terminal
ykgO	2	0	Readout_terminal
ykgM	2	0	Readout_terminal
ykgJ	2	0	Readout_terminal
ykgG	2	0	Readout_terminal
ykgF	2	0	Readout_terminal
ykgE	2	0	Readout_terminal
ykgB	2	0	Readout_terminal
ykfI	2	0	Readout_terminal
yjtD	2	0	Readout_terminal
yjjZ	2	0	Readout_terminal
yjjX	2	0	Readout_terminal
yjjM	2	0	Readout_terminal
yjjL	2	0	Readout_terminal
yjjA	2	0	Readout_terminal
yjiK	2	0	Readout_terminal
yjiA	2	0	Readout_terminal
yjgA	2	0	Readout_terminal
yjfZ	2	0	Readout_terminal
yjfP	2	0	Readout_terminal
yjeV	2	0	Readout_terminal
yjeJ	2	0	Readout_terminal
yjdL	2	0	Readout_terminal
yjcD	2	0	Readout_terminal
yjaA	2	0	Readout_terminal
yihW	2	0	Readout_terminal
yihV	2	0	Readout_terminal
yihQ	2	0	Readout_terminal
yihF	2	0	Readout_terminal
yigP	2	0	Readout_terminal
yigL	2	0	Readout_terminal
yifB	2	0	Readout_terminal
yieK	2	0	Readout_terminal
yieH	2	0	Readout_terminal
yidQ	2	0	Readout_terminal
yicO	2	0	Readout_terminal
yibQ	2	0	Readout_terminal
yiaD	2	0	Readout_terminal
yiaB	2	0	Readout_terminal
yhjX	2	0	Readout_terminal
yhjR	2	0	Readout_terminal
yhhY	2	0	Readout_terminal
yhhX	2	0	Readout_terminal
yhhM	2	0	Readout_terminal
yhhK	2	0	Readout_terminal
yhhA	2	0	Readout_terminal
yhfA	2	0	Readout_terminal
yhdZ	2	0	Readout_terminal
yhdY	2	0	Readout_terminal
yhdX	2	0	Readout_terminal
yhdW	2	0	Readout_terminal
yhdH	2	0	Readout_terminal
yhcO	2	0	Readout_terminal
yhcM	2	0	Readout_terminal
yhbV	2	0	Readout_terminal
yhbU	2	0	Readout_terminal
yhbJ	2	0	Readout_terminal
yhaL	2	0	Readout_terminal
yhaK	2	0	Readout_terminal
yhaJ	2	0	Readout_terminal
yhaI	2	0	Readout_terminal
yhaH	2	0	Readout_terminal
ygiW	2	0	Readout_terminal
ygiV	2	0	Readout_terminal
ygiQ	2	0	Readout_terminal
yghJ	2	0	Readout_terminal
yggM	2	0	Readout_terminal
yggL	2	0	Readout_terminal
ygeW	2	0	Readout_terminal
ygcG	2	0	Readout_terminal
ygbA	2	0	Readout_terminal
yfhR	2	0	Readout_terminal
yfgG	2	0	Readout_terminal
yfeH	2	0	Readout_terminal
yfeD	2	0	Readout_terminal
yfeC	2	0	Readout_terminal
yfeA	2	0	Readout_terminal
yfdX	2	0	Readout_terminal
yfdF	2	0	Readout_terminal
yfcV	2	0	Readout_terminal
yfbR	2	0	Readout_terminal
yfbO	2	0	Readout_terminal
yfbN	2	0	Readout_terminal
yfbK	2	0	Readout_terminal
yfaL	2	0	Readout_terminal
yeiQ	2	0	Readout_terminal
yeiE	2	0	Readout_terminal
yehY	2	0	Readout_terminal
yehX	2	0	Readout_terminal
yehW	2	0	Readout_terminal
yehE	2	0	Readout_terminal
yegR	2	0	Readout_terminal
yegQ	2	0	Readout_terminal
yeeZ	2	0	Readout_terminal
yeeO	2	0	Readout_terminal
yedJ	2	0	Readout_terminal
yecH	2	0	Readout_terminal
yecE	2	0	Readout_terminal
yecD	2	0	Readout_terminal
yebW	2	0	Readout_terminal
yebG	2	0	Readout_terminal
yebE	2	0	Readout_terminal
yeaQ	2	0	Readout_terminal
yeaO	2	0	Readout_terminal
yeaN	2	0	Readout_terminal
yeaM	2	0	Readout_terminal
yeaI	2	0	Readout_terminal
yeaH	2	0	Readout_terminal
yeaG	2	0	Readout_terminal
yeaE	2	0	Readout_terminal
yeaD	2	0	Readout_terminal
ydjZ	2	0	Readout_terminal
ydjY	2	0	Readout_terminal
ydjX	2	0	Readout_terminal
ydjM	2	0	Readout_terminal
ydjF	2	0	Readout_terminal
ydjE	2	0	Readout_terminal
ydiY	2	0	Readout_terminal
ydiV	2	0	Readout_terminal
ydiH	2	0	Readout_terminal
ydhZ	2	0	Readout_terminal
ydhO	2	0	Readout_terminal
ydhF	2	0	Readout_terminal
ydhC	2	0	Readout_terminal
ydfN	2	0	Readout_terminal
ydfE	2	0	Readout_terminal
ydfD	2	0	Readout_terminal
ydfB	2	0	Readout_terminal
ydfA	2	0	Readout_terminal
ydeN	2	0	Readout_terminal
ydeJ	2	0	Readout_terminal
ydeI	2	0	Readout_terminal
ydeH	2	0	Readout_terminal
yddJ	2	0	Readout_terminal
ydcL	2	0	Readout_terminal
ydcF	2	0	Readout_terminal
ydbD	2	0	Readout_terminal
ydaW	2	0	Readout_terminal
ydaV	2	0	Readout_terminal
ydaU	2	0	Readout_terminal
ydaT	2	0	Readout_terminal
ydaS	2	0	Readout_terminal
ycjV	2	0	Readout_terminal
ycjU	2	0	Readout_terminal
ycjT	2	0	Readout_terminal
ycjS	2	0	Readout_terminal
ycjR	2	0	Readout_terminal
ycjQ	2	0	Readout_terminal
ycjP	2	0	Readout_terminal
ycjO	2	0	Readout_terminal
ycjN	2	0	Readout_terminal
ycjM	2	0	Readout_terminal
ycjD	2	0	Readout_terminal
yciU	2	0	Readout_terminal
yciT	2	0	Readout_terminal
yciS	2	0	Readout_terminal
yciM	2	0	Readout_terminal
yciH	2	0	Readout_terminal
yciB	2	0	Readout_terminal
ychO	2	0	Readout_terminal
ychH	2	0	Readout_terminal
ycgZ	2	0	Readout_terminal
ycgN	2	0	Readout_terminal
ycfS	2	0	Readout_terminal
ycfK	2	0	Readout_terminal
ycfH	2	0	Readout_terminal
ycfD	2	0	Readout_terminal
yceO	2	0	Readout_terminal
yceJ	2	0	Readout_terminal
yceH	2	0	Readout_terminal
yceG	2	0	Readout_terminal
ycdU	2	0	Readout_terminal
yccX	2	0	Readout_terminal
yccT	2	0	Readout_terminal
yccS	2	0	Readout_terminal
yccA	2	0	Readout_terminal
ycaL	2	0	Readout_terminal
ycaK	2	0	Readout_terminal
ycaD	2	0	Readout_terminal
ybjO	2	0	Readout_terminal
ybjE	2	0	Readout_terminal
ybiU	2	0	Readout_terminal
ybiT	2	0	Readout_terminal
ybiS	2	0	Readout_terminal
ybiO	2	0	Readout_terminal
ybhH	2	0	Readout_terminal
ybhB	2	0	Readout_terminal
ybgO	2	0	Readout_terminal
ybgF	2	0	Readout_terminal
ybgC	2	0	Readout_terminal
ybfE	2	0	Readout_terminal
ybfA	2	0	Readout_terminal
ybeU	2	0	Readout_terminal
ybeR	2	0	Readout_terminal
ybeF	2	0	Readout_terminal
ybeD	2	0	Readout_terminal
ybdH	2	0	Readout_terminal
ybcW	2	0	Readout_terminal
ybcO	2	0	Readout_terminal
ybcN	2	0	Readout_terminal
ybcK	2	0	Readout_terminal
ybcJ	2	0	Readout_terminal
ybbY	2	0	Readout_terminal
ybbW	2	0	Readout_terminal
ybaP	2	0	Readout_terminal
ybaO	2	0	Readout_terminal
yajD	2	0	Readout_terminal
yahM	2	0	Readout_terminal
yahA	2	0	Readout_terminal
yagN	2	0	Readout_terminal
yadN	2	0	Readout_terminal
yadE	2	0	Readout_terminal
yadD	2	0	Readout_terminal
yacH	2	0	Readout_terminal
yaaA	2	0	Readout_terminal
xseA	2	0	Readout_terminal
xerD	2	0	Readout_terminal
xdhC	2	0	Readout_terminal
xdhB	2	0	Readout_terminal
xdhA	2	0	Readout_terminal
xanP	2	0	Readout_terminal
wzzE	2	0	Readout_terminal
wzyE	2	0	Readout_terminal
wzxE	2	0	Readout_terminal
wbbH	2	0	Readout_terminal
waaK	2	0	Readout_terminal
valY	2	0	Readout_terminal
valX	2	0	Readout_terminal
valU	2	0	Readout_terminal
valT	2	0	Readout_terminal
valS	2	0	Readout_terminal
uvrY	2	0	Readout_terminal
uvrD	2	0	Readout_terminal
uvrC	2	0	Readout_terminal
uvrB	2	0	Readout_terminal
uraA	2	0	Readout_terminal
upp	2	0	Readout_terminal
uof	2	0	Readout_terminal
umuD	2	0	Readout_terminal
umuC	2	0	Readout_terminal
ubiX	2	0	Readout_terminal
ubiG	2	0	Readout_terminal
ubiE	2	0	Readout_terminal
ubiB	2	0	Readout_terminal
tyrV	2	0	Readout_terminal
tyrU	2	0	Readout_terminal
tyrT	2	0	Readout_terminal
tyrB	2	0	Readout_terminal
tyrA	2	0	Readout_terminal
typA	2	0	Readout_terminal
tufB	2	0	Readout_terminal
ttdT	2	0	Readout_terminal
ttdB	2	0	Readout_terminal
ttdA	2	0	Readout_terminal
trxC	2	0	Readout_terminal
trxA	2	0	Readout_terminal
trpL	2	0	Readout_terminal
trpE	2	0	Readout_terminal
trpD	2	0	Readout_terminal
trpC	2	0	Readout_terminal
trpB	2	0	Readout_terminal
trmH	2	0	Readout_terminal
trmA	2	0	Readout_terminal
tpr	2	0	Readout_terminal
tppB	2	0	Readout_terminal
torT	2	0	Readout_terminal
tonB	2	0	Readout_terminal
tolR	2	0	Readout_terminal
tolQ	2	0	Readout_terminal
tolB	2	0	Readout_terminal
tolA	2	0	Readout_terminal
tmk	2	0	Readout_terminal
tldD	2	0	Readout_terminal
